-152.093 50.003
116.114 50.003
119.34 49.958
122.611 49.936
125.971 49.869
129.399 49.801
132.871 49.712
136.433 49.6
140.062 49.465
143.759 49.309
147.522 49.129
151.376 48.928
155.274 48.726
159.262 48.502
163.316 48.278
167.461 48.054
171.673 47.83
175.974 47.584
180.343 47.337
184.823 47.113
189.371 46.844
194.008 46.598
198.735 46.329
203.552 46.083
208.48 45.814
213.499 45.522
218.629 45.254
223.871 44.962
229.181 44.671
246.879 43.708
265.025 42.7
283.619 41.692
302.438 40.661
321.704 39.586
341.195 38.51
361.133 37.413
381.744 36.293
402.354 35.15
423.637 33.985
445.368 32.775
1120.14 -9.653
